frame_idx,t_sec,page_found,area,fill,contact,stability,blur,text,hand,hand_text_overlap,edge_fg,bottom_hand,turn,edge_motion,raw_score,norm_score,peak_score
285,9.500,1,0.9254,1.0000,0.9829,0.5791,2.98,0.00884,0.34476,0.75384,0.34513,1.00000,0.36464,1.00000,2.02476,0.19954,0.16762
300,10.000,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
315,10.500,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
330,11.000,1,0.8150,0.9168,0.9527,0.3529,20.51,0.02493,0.34495,1.00000,0.30590,1.00000,0.25595,1.00000,-1.08804,0.00000,0.00000
345,11.500,1,0.8665,0.9971,0.9372,0.5154,122.13,0.05261,0.17110,0.74231,0.28860,1.00000,0.48641,0.63525,3.72615,0.60266,0.51212
360,12.000,1,0.8655,0.9971,0.9364,0.9942,152.97,0.05226,0.17740,0.77802,0.20150,1.00000,0.49752,0.14469,5.04101,0.91420,0.77730
375,12.500,1,0.8694,1.0000,0.9395,0.9766,155.30,0.05216,0.16976,0.74968,0.20278,1.00000,0.50686,0.11579,5.36711,0.99146,0.84607
390,13.000,1,0.9972,0.9972,1.0388,0.2517,210.34,0.04962,0.44682,1.00000,0.32051,1.00000,0.44315,1.00000,1.96712,0.18589,0.15614
405,13.500,1,0.8455,0.9970,0.9209,0.1113,110.44,0.04480,0.42804,1.00000,0.30830,1.00000,0.47071,0.71087,-0.27982,0.00000,0.00000
420,14.000,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
435,14.500,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
450,15.000,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
465,15.500,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
480,16.000,1,0.9064,0.9971,0.9682,0.6434,230.36,0.02268,0.25146,1.00000,0.34735,1.00000,0.24952,1.00000,2.51847,0.31652,0.26588
495,16.500,1,0.8944,1.0000,0.9589,0.9298,386.05,0.02584,0.23439,1.00000,0.34728,1.00000,0.30028,0.22512,4.56338,0.80103,0.67286
510,17.000,1,0.8904,1.0000,0.9558,0.9766,30.80,0.01440,0.21002,1.00000,0.38026,1.00000,0.18797,0.13250,2.99866,0.43029,0.36145
525,17.500,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
540,18.000,0,0.0000,0.0000,0.0000,0.0000,0.00,0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,-1000000000.00000,-1000000000.00000,-1000000000.00000
555,18.500,1,0.8724,0.9971,0.9419,0.8948,111.43,0.01648,0.06739,1.00000,1.00000,0.33603,0.20737,0.86656,2.15069,0.22938,0.19268
570,19.000,1,0.8685,0.9971,0.9388,0.9766,177.33,0.01366,0.06771,1.00000,1.00000,0.18196,0.18558,0.29570,3.49497,0.54788,0.46453
