page,frame_idx,t_sec,raw_score,norm_score,peak_score,hand,hand_text_overlap,bottom_hand,blur,text,page_side_mode,trim_applied,trim_skip_reason,seam_side,seam_confidence,trim_fraction,shrink,dhash_similarity,orig_w,orig_h,final_w,final_h,bottom_trim_px,cleanup_applied,cleanup_mask_ratio,cleanup_reason,enhance_mode,deskew_angle_final,cluster_select_score,deskew_penalty,hand_penalty_weighted,high_hand_mode,duplicate_merge_reason,cluster_size,alt_candidates_checked,alt_candidates_examined,alt_replacement_applied,alt_replacement_reason,original_frame,replacement_frame,reselection_reason,duplicate_repaired,hand_improvement,alt_similarity,cons_cleanup_applied,cons_cleanup_mask_ratio,cons_cleanup_reason,clean_visual_score,bg_gray_penalty,finger_penalty,candidate_search_window,expected_fill_applied,expected_fill_reason,fill_source_gap,fill_distinctness_score,quality_refinement_applied,quality_refinement_reason,qr_original_frame,qr_replacement_frame,qr_score_delta,qr_candidates_checked,qr_candidates_examined,qr_suspicious_reasons,v155_adj_dedup_kept_over,v155_adj_dedup_reason,v156_footer_guard_applied,v156_footer_guard_blocked,v156_footer_distinct_reason,v156_footer_ink_a,v156_footer_ink_b,v156_footer_col_corr,v156_footer_row_corr,v156_footer_ham,v158_finger_relief_applied,v158_finger_relief_reason,v158_finger_relief_orig_frame,v158_finger_relief_new_frame,v158_finger_relief_orig_finger,v158_finger_relief_new_finger,v158_finger_relief_orig_cvs,v158_finger_relief_new_cvs,v158_finger_relief_finger_delta,v158_finger_relief_overall_delta,v158_finger_relief_candidates_checked,v158_finger_relief_candidates_examined,smart_trim
1,0,0.000,5.72014,0.79567,0.70990,0.02954,0.91727,0.28476,146.97,0.06644,auto-smart,0,low-conf,,0.000,,,,1226,1800,1226,1760,40,0,0.0000,implausible-strict,sparse,-1.020,0.1183,0.0000,0.6302,0,seed,1,0,0,0,,0,,,0,0.0000,0.000,0,0.0000,disabled-by-default,1.3537,0.1745,0.0019,,0,,,,0,"no-improvement(checked=2,min_gain=0.12,rej[too_blurry=1,turn_penalty=1])",0,,0.0000,2,3,"hand_text=0.92,turn=0.70",,,0,0,,,,,,,0,not-finger-suspicious,0,,0.0019,,1.3537,,0.0000,0.0000,0,0,skip(low-conf)
2,150,5.000,5.30461,0.72408,0.60823,0.27028,1.00000,1.00000,721.83,0.05400,auto-smart,0,shrink=0.110,left-edge,0.902,0.110,0.1103,,1126,1800,1126,1767,33,0,0.2492,implausible-strict,sparse,1.994,-0.3977,0.0000,1.0581,0,seed,1,0,0,0,,150,,,0,0.0000,0.000,0,0.0000,disabled-by-default,1.1058,0.1743,0.1823,,0,,,,0,"no-improvement(checked=2,min_gain=0.12,rej[insufficient_gain=1,too_blurry=1])",150,,0.0000,2,6,"hand_text=1.00,bottom_hand=1.00",,,0,0,,,,,,,0,not-finger-suspicious,150,,0.1823,,1.1058,,0.0000,0.0000,0,0,skip(shrink=0.110)
3,270,9.000,7.23232,1.00000,0.90854,0.08647,0.71457,0.20117,259.05,0.04662,auto-smart,0,shrink=0.229,right-edge,1.000,0.771,0.2287,,1162,1800,1162,1800,0,0,0.0000,implausible-strict,sparse,0.000,0.4416,0.0000,0.5081,0,seed,1,0,0,0,,270,,,0,0.0000,0.000,0,0.0000,disabled-by-default,0.1719,0.4637,0.4577,,0,,,,0,"no-improvement(checked=3,min_gain=0.12,rej[insufficient_gain=1,low_stability=1,too_blurry=1])",270,,0.0000,3,5,hand_text=0.71,,,1,0,,0.0485,0.0420,0.066,0.442,12,0,"no-finger-improvement(checked=4,min_finger_gain=0.20,max_regress=-0.10,rej[insufficient_finger_gain=1,low_stability=2,too_blurry=1])",270,,0.4577,,0.1719,,0.0000,0.0000,4,6,skip(shrink=0.229)
4,345,11.500,6.98158,1.00000,0.90920,0.08363,0.59412,0.44958,264.45,0.05278,auto-smart,0,shrink=0.209,right-edge,1.000,0.791,0.2090,,1183,1800,1183,1800,0,0,0.0000,implausible-strict,standard,-2.025,,,,0,,1,0,0,0,,345,,,0,0.0000,0.000,0,0.0000,disabled-by-default,0.3846,0.3442,0.4461,,0,,,,1,"replaced(reasons=hand_text=0.39,skew=4.00;delta=+0.230;checked=4)",330,345,0.2296,4,6,"hand_text=0.39,skew=4.00",,,1,0,,0.0485,0.0420,0.066,0.442,12,0,,345,,,,,,,,0,0,skip(shrink=0.209)
5,480,16.000,6.88740,0.99676,0.89926,0.10891,0.58742,0.46728,38.80,0.02847,auto-smart,0,low-conf,,0.000,,,,1139,1800,1139,1771,29,0,0.0022,too-bright,sparse,1.989,0.3896,0.0000,0.5536,0,seed,1,0,0,0,,480,,,0,0.0000,0.000,0,0.0000,disabled-by-default,1.0511,0.2350,0.0988,,0,,,,0,"no-improvement(checked=4,min_gain=0.12,rej[deskew_too_large=1,insufficient_gain=1,low_stability=1,too_blurry=1])",480,,0.0000,4,5,hand_text=0.59,,,1,0,,0.0721,0.0027,1.000,1.000,0,0,not-finger-suspicious,480,,0.0988,,1.0511,,0.0000,0.0000,0,0,skip(low-conf)
6,555,18.500,4.06602,0.51071,0.42899,0.12610,1.00000,1.00000,592.25,0.04059,auto-smart,0,low-conf,,0.000,,,,1253,1800,1253,1800,0,0,0.0000,implausible-strict,sparse,-3.945,-0.5347,0.0000,1.0004,0,seed,1,0,0,0,,555,,,0,0.0000,0.000,0,0.0000,disabled-by-default,1.5845,0.1134,0.0061,,0,,,,0,"no-improvement(checked=1,min_gain=0.12,rej[low_stability=1])",555,,0.0000,1,1,"hand_text=1.00,bottom_hand=1.00",,,1,0,,0.0721,0.0027,1.000,1.000,0,0,not-finger-suspicious,555,,0.0061,,1.5845,,0.0000,0.0000,0,0,skip(low-conf)
